weapon_type,weapon_type_description,firearm_make,firearm_model,firearm_barrel_length,firearm_caliber,total_number_of_shots,firearm_reloaded,number_of_cartridge_reloaded,handgun_worn_type,handgun_drawn_type,method_used_to_reload,sight_used,protective_cover_used,discharge_distance,object_struck_of_discharge,discharge_position,trr_id
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,601331
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,602255
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,602285
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,603115
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,603251
CHEMICAL WEAPON,,,,,,,True,,,,,True,,,SUBJECT,,603809
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,604201
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,604909
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,611533
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,ANY OTHER COMBINATION,,612296
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,612310
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,612587
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,613485
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,NONE,,615744
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,616373
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,616381
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,616398
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,616935
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,617742
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,617743
SEMI-AUTO PISTOL,,GLOCK GMBH,19,,,11.0,True,,,,,True,,,UNKNOWN,,627186
SEMI-AUTO PISTOL,,GLOCK GMBH,17,,,7.0,True,,,,,True,,,UNKNOWN,,627195
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,629237
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,631719
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,631782
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,632272
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,OTHER PERSON,,633824
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,634538
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,635981
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,640158
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,NONE,,645828
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,646871
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,648629
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,650241
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,NONE,,650322
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,650627
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,655069
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,655783
CHEMICAL WEAPON,,,,,,,True,,,,,True,,,SUBJECT,,662144
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,669884
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,NONE,,671313
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,673402
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,681100
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,OBJECT,,681607
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,685633
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,NONE,,686371
CHEMICAL WEAPON,,,,,,,True,,,,,True,,,SUBJECT,,687532
SEMI-AUTO PISTOL,,GLOCK GMBH,17,,,1.0,True,,,,,True,,,SUBJECT,,689245
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,690167
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,691004
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,691721
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,692181
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,694448
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,694498
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,703948
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,704685
SEMI-AUTO PISTOL,,GLOCK GMBH,17,,,1.0,True,,,,,True,,,SUBJECT,,706383
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,706755
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,710757
RIFLE,,BUSHMASTER FIREARMS,XM15E2,,,5.0,True,,,,,True,,,SUBJECT,,716202
RIFLE,,BUSHMASTER FIREARMS,XM15E2,,,5.0,True,,,,,True,,,SUBJECT,,716386
SEMI-AUTO PISTOL,,SMITH & WESSON,M&P,,,4.0,True,,,,,True,,,SUBJECT,,717871
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,723075
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,723102
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,NONE,,723116
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,729649
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,730339
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,740151
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,746497
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,747533
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,748669
REVOLVER,,SMITH & WESSON,686,,,1.0,True,,,,,True,,,NONE,,748965
CHEMICAL WEAPON,,,,,,,True,,,,,True,,,SUBJECT,,757231
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,757308
CHEMICAL WEAPON,,,,,,,True,,,,,True,,,SUBJECT,,757313
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,757313
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,757354
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,757707
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,NONE,,763983
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,765730
SEMI-AUTO PISTOL,,GLOCK GMBH,17,,,1.0,True,,,,,True,,,UNKNOWN,,772734
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,773290
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,778904
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,795609
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,NONE,,796441
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,797846
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,798825
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,800480
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,816097
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,819100
TASER (DRIVE STUN MODE),,,,,,,True,,,,,True,,,SUBJECT,,819241
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,821845
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,828049
CHEMICAL WEAPON,,,,,,,True,,,,,True,,,OTHER PERSON,,831580
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,832983
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,834914
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,842081
SEMI-AUTO PISTOL,,SMITH & WESSON,M&P,,,4.0,True,,,,,True,,,OBJECT,,850483
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,864031
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,878307
CHEMICAL WEAPON,,,,,,,True,,,,,True,,,,,894708
CHEMICAL WEAPON,,,,,,,True,,,,,True,,,SUBJECT,,900386
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,914816
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,916398
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,917779
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,920662
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,923412
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,925335
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,927486
SEMI-AUTO PISTOL,,GLOCK GMBH,19,,,8.0,True,,,,,True,,,UNKNOWN,,928121
SEMI-AUTO PISTOL,,GLOCK GMBH,19,,,14.0,True,,,,,True,,,SUBJECT,,928126
SEMI-AUTO PISTOL,,GLOCK GMBH,19,,,8.0,True,,,,,True,,,UNKNOWN,,928128
SEMI-AUTO PISTOL,,GLOCK GMBH,17,,,14.0,True,,,,,True,,,UNKNOWN,,928152
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,931976
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,936454
CHEMICAL WEAPON,,,,,,,True,,,,,True,,,SUBJECT,,936620
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,955830
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,956570
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,963916
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,981202
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,987223
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,NONE,,987811
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,989456
SEMI-AUTO PISTOL,,GLOCK GMBH,26,,,1.0,True,,,,,True,,,OBJECT,,997787
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,1007651
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,1020303
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,1022698
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,1023001
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,NONE,,1028599
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,1033326
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,1040563
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,1114872
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,1124841
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,1135709
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,1157012
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,1164320
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,NONE,,1166361
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,1194454
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,1212009
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,1226189
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,1265648
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,1266337
CHEMICAL WEAPON,,,,,,,True,,,,,True,,,SUBJECT,,1366661
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,1374720
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,1389127
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,1393930
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,1395968
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,1404205
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,1441620
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,1450272
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,1455002
SEMI-AUTO PISTOL,,GLOCK GMBH,19,,,11.0,True,,,,,True,,,UNKNOWN,,1460357
SEMI-AUTO PISTOL,,GLOCK GMBH,17,,,9.0,True,,,,,True,,,SUBJECT,,1460383
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,1460585
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,1500596
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,1503286
CHEMICAL WEAPON,,,,,,,True,,,,,True,,,SUBJECT,,1527738
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,NONE,,1541739
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,1548543
SEMI-AUTO PISTOL,,GLOCK GMBH,17,,,5.0,True,,,,,True,,,SUBJECT,,1602368
RIFLE,,BUSHMASTER FIREARMS,M4,,,2.0,True,,,,,True,,,SUBJECT,,1602902
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,1616844
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,1619222
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,1634743
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,1635464
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,1648314
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,1649290
SEMI-AUTO PISTOL,,"S.I.G. (SWISS INDUSTRIEL GESELLSHAFT),SIG-ARMS,SIG-SAUER",P320,,,6.0,True,,,,,True,,,UNKNOWN,,1649858
SEMI-AUTO PISTOL,,"S.I.G. (SWISS INDUSTRIEL GESELLSHAFT),SIG-ARMS,SIG-SAUER",P320,,,1.0,True,,,,,True,,,UNKNOWN,,1650049
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,1650155
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,1667231
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,1691003
SEMI-AUTO PISTOL,,GLOCK GMBH,17,,,4.0,True,,,,,True,,,SUBJECT,,1702550
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,1850040
CHEMICAL WEAPON,,,,,,,True,,,,,True,,,SUBJECT,,1851340
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,NONE,,1861535
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,1912971
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,1919563
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,1952959
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,1953679
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,1987436
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,1997980
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,2005526
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,2008335
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,2018468
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,2059433
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,OBJECT,,2061976
CHEMICAL WEAPON,,,,,,,True,,,,,True,,,SUBJECT,,2062524
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,2067766
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,2087813
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,2115708
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,2149810
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,2156216
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,UNKNOWN,,2156696
CHEMICAL WEAPON,,,,,,,True,,,,,True,,,SUBJECT,,2156733
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,2164410
CHEMICAL WEAPON,,,,,,,True,,,,,True,,,SUBJECT,,2221328
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,2221461
CHEMICAL WEAPON,,,,,,,True,,,,,True,,,SUBJECT,,2221744
CHEMICAL WEAPON,,,,,,,True,,,,,True,,,SUBJECT,,2235539
CHEMICAL WEAPON,,,,,,,True,,,,,True,,,SUBJECT,,2237017
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,NONE,,2269711
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,2278030
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,NONE,,2291768
SEMI-AUTO PISTOL,,GLOCK GMBH,17,,,7.0,True,,,,,True,,,SUBJECT,,2307633
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,2336045
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,2336460
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,2353501
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,2432020
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,2448297
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,ANY OTHER COMBINATION,,2464365
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,NONE,,2503537
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,2543368
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,OBJECT,,2545086
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,2545256
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,2577864
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,UNKNOWN,,2630855
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,2702176
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,2729311
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,2766227
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,2772218
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,2788432
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,2806336
SEMI-AUTO PISTOL,,GLOCK GMBH,19,,,8.0,True,,,,,True,,,UNKNOWN,,2821123
SEMI-AUTO PISTOL,,GLOCK GMBH,17,,,9.0,True,,,,,True,,,UNKNOWN,,2821128
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,2847865
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,2881107
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,3008995
CHEMICAL WEAPON,,,,,,,True,,,,,True,,,SUBJECT,,3048090
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,3066245
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,3078829
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,3083138
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,3088170
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,3121704
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,3124514
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,3128318
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,OBJECT,,3165888
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,3166671
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,NONE,,3183505
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,3235663
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,3237508
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,3255887
CHEMICAL WEAPON,,,,,,,True,,,,,True,,,SUBJECT,,3256252
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,3256468
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,3282190
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,3282251
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,3306317
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,3322876
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,3325674
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,3364627
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,3393317
SEMI-AUTO PISTOL,,GLOCK GMBH,17,,,1.0,True,,,,,True,,,UNKNOWN,,3412460
SEMI-AUTO PISTOL,,GLOCK GMBH,23,,,14.0,True,,,,,True,,,UNKNOWN,,3412816
SEMI-AUTO PISTOL,,"SAUER, J. P. (SAUER & SOHN)",P226,,,1.0,True,,,,,True,,,SUBJECT,,3414859
SEMI-AUTO PISTOL,,GLOCK GMBH,17,,,4.0,True,,,,,True,,,UNKNOWN,,3415022
RIFLE,,DSA INC.,M4,,,2.0,True,,,,,True,,,UNKNOWN,,3415065
SEMI-AUTO PISTOL,,GLOCK GMBH,19,,,1.0,True,,,,,True,,,UNKNOWN,,3415102
RIFLE,,SMITH & WESSON,M&P 15,,,5.0,True,,,,,True,,,UNKNOWN,,3415118
SEMI-AUTO PISTOL,,GLOCK GMBH,21,,,4.0,True,,,,,True,,,SUBJECT,,3415481
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,3418817
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,3423466
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,3425267
CHEMICAL WEAPON,,,,,,,True,,,,,True,,,SUBJECT,,3479248
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,3479248
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,NONE,,3542577
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,3543777
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,3582039
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,3592315
CHEMICAL WEAPON,,,,,,,True,,,,,True,,,SUBJECT,,3625355
CHEMICAL WEAPON,,,,,,,True,,,,,True,,,SUBJECT,,3625450
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,3731275
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,3757741
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,3764388
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,3779259
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,3784980
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,3786940
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,3795583
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,3796599
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,3889410
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,3905566
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,3964275
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,3981746
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,3997489
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,4188824
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,NONE,,4194455
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,4247478
CHEMICAL WEAPON,,,,,,,True,,,,,True,,,SUBJECT,,4283774
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,4283774
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,UNKNOWN,,4305122
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,4323491
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,4342706
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,4351935
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,4402124
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,4402133
SEMI-AUTO PISTOL,,GLOCK GMBH,17,,,6.0,True,,,,,True,,,SUBJECT,,4430478
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,NONE,,4459431
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,4518614
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,4554173
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,4555538
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,4562617
CHEMICAL WEAPON,,,,,,,True,,,,,True,,,NONE,,4635508
CHEMICAL WEAPON,,,,,,,True,,,,,True,,,OBJECT,,4635737
CHEMICAL WEAPON,,,,,,,True,,,,,True,,,NONE,,4635750
CHEMICAL WEAPON,,,,,,,True,,,,,True,,,OBJECT,,4635815
CHEMICAL WEAPON,,,,,,,True,,,,,True,,,OBJECT,,4635816
CHEMICAL WEAPON,,,,,,,True,,,,,True,,,OBJECT,,4635817
CHEMICAL WEAPON,,,,,,,True,,,,,True,,,NONE,,4635818
CHEMICAL WEAPON,,,,,,,True,,,,,True,,,UNKNOWN,,4635836
CHEMICAL WEAPON,,,,,,,True,,,,,True,,,OBJECT,,4635849
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,4664330
