rank,star,status,status_datetime,officer_age,officer_unit_at_incident,trr_id,officer_id
OFFICER,4502.0,,2016-04-12 11:53:00-05:00,36.0,,96449,0
SERGEANT,1543.0,,2016-04-13 12:02:00-05:00,34.0,,96449,0
LIEUTENANT,330.0,,2016-04-13 02:36:00-05:00,55.0,,96449,0
OFFICER,17679.0,,2016-04-12 11:49:00-05:00,31.0,,96450,0
SERGEANT,1543.0,,2016-04-12 11:50:00-05:00,34.0,,96450,0
LIEUTENANT,330.0,,2016-04-13 02:36:00-05:00,55.0,,96450,0
OFFICER,18637.0,,2016-04-13 02:31:00-05:00,31.0,,96451,0
SERGEANT,1029.0,,2016-04-13 02:40:00-05:00,46.0,,96451,0
LIEUTENANT,258.0,,2016-04-13 02:45:00-05:00,47.0,,96451,0
OFFICER,8277.0,,2016-04-13 01:38:00-05:00,39.0,,96453,0
SERGEANT,1974.0,,2016-04-13 01:39:00-05:00,42.0,,96453,0
LIEUTENANT,495.0,,2016-04-13 02:04:00-05:00,58.0,,96453,0
OFFICER,11321.0,,2016-04-13 06:24:00-05:00,32.0,,96454,0
SERGEANT,1433.0,,2016-04-13 06:26:00-05:00,40.0,,96454,0
LIEUTENANT,714.0,,2016-04-13 07:52:00-05:00,51.0,,96454,0
LIEUTENANT,537.0,,2016-04-13 09:25:00-05:00,45.0,,96462,0
CAPTAIN,93.0,,2016-04-13 09:26:00-05:00,46.0,,96462,0
CAPTAIN,93.0,,2016-04-13 09:41:00-05:00,46.0,,96462,0
OFFICER,3909.0,,2016-04-14 12:18:00-05:00,47.0,,96465,0
SERGEANT,1876.0,,2016-04-14 12:20:00-05:00,58.0,,96465,0
LIEUTENANT,228.0,,2016-04-14 01:55:00-05:00,53.0,,96465,0
OFFICER,11393.0,,2016-04-14 12:32:00-05:00,25.0,,96466,0
SERGEANT,1876.0,,2016-04-14 12:41:00-05:00,58.0,,96466,0
LIEUTENANT,228.0,,2016-04-14 01:59:00-05:00,53.0,,96466,0
OFFICER,11370.0,,2016-04-14 12:38:00-05:00,24.0,,96467,0
SERGEANT,1876.0,,2016-04-14 12:41:00-05:00,58.0,,96467,0
LIEUTENANT,228.0,,2016-04-14 01:58:00-05:00,53.0,,96467,0
OFFICER,4733.0,,2016-04-14 08:45:00-05:00,40.0,,96470,0
SERGEANT,1906.0,,2016-04-14 08:49:00-05:00,48.0,,96470,0
LIEUTENANT,556.0,,2016-04-14 08:56:00-05:00,49.0,,96470,0
OFFICER,14953.0,,2016-04-14 08:54:00-05:00,36.0,,96471,0
SERGEANT,1292.0,,2016-04-14 08:58:00-05:00,57.0,,96471,0
LIEUTENANT,471.0,,2016-04-14 09:42:00-05:00,44.0,,96471,0
OFFICER,11069.0,,2016-04-14 08:56:00-05:00,45.0,,96472,0
SERGEANT,1292.0,,2016-04-14 08:57:00-05:00,57.0,,96472,0
LIEUTENANT,471.0,,2016-04-14 09:37:00-05:00,44.0,,96472,0
OFFICER,9936.0,,2016-04-14 11:33:00-05:00,48.0,,96473,0
SERGEANT,1154.0,,2016-04-14 11:34:00-05:00,49.0,,96473,0
LIEUTENANT,199.0,,2016-04-15 12:00:00-05:00,53.0,,96473,0
OFFICER,11186.0,,2016-04-14 11:36:00-05:00,28.0,,96474,0
SERGEANT,1154.0,,2016-04-14 11:38:00-05:00,49.0,,96474,0
LIEUTENANT,743.0,,2016-04-16 07:34:00-05:00,56.0,,96474,0
OFFICER,10773.0,,2016-04-14 11:10:00-05:00,39.0,,96475,0
SERGEANT,2026.0,,2016-04-14 11:12:00-05:00,39.0,,96475,0
LIEUTENANT,224.0,,2016-04-15 12:23:00-05:00,43.0,,96475,0
OFFICER,16196.0,,2016-04-14 11:33:00-05:00,50.0,,96476,0
SERGEANT,1154.0,,2016-04-14 11:35:00-05:00,49.0,,96476,0
LIEUTENANT,199.0,,2016-04-14 11:53:00-05:00,53.0,,96476,0
OFFICER,17733.0,,2016-04-15 12:11:00-05:00,36.0,,96477,0
SERGEANT,1486.0,,2016-04-15 12:18:00-05:00,49.0,,96477,0
LIEUTENANT,199.0,,2016-04-15 02:02:00-05:00,53.0,,96477,0
OFFICER,5882.0,,2016-04-15 12:49:00-05:00,40.0,,96478,0
SERGEANT,1486.0,,2016-04-15 12:52:00-05:00,49.0,,96478,0
LIEUTENANT,199.0,,2016-04-15 01:59:00-05:00,53.0,,96478,0
OFFICER,17733.0,,2016-04-15 12:18:00-05:00,36.0,,96479,0
SERGEANT,1486.0,,2016-04-15 12:19:00-05:00,49.0,,96479,0
LIEUTENANT,199.0,,2016-04-15 02:03:00-05:00,53.0,,96479,0
OFFICER,5882.0,,2016-04-15 12:33:00-05:00,40.0,,96480,0
SERGEANT,1486.0,,2016-04-15 12:38:00-05:00,49.0,,96480,0
LIEUTENANT,199.0,,2016-04-15 01:57:00-05:00,53.0,,96480,0
OFFICER,11974.0,,2016-04-15 01:52:00-05:00,36.0,,96482,0
SERGEANT,1841.0,,2016-04-15 01:53:00-05:00,48.0,,96482,0
LIEUTENANT,667.0,,2016-04-15 02:50:00-05:00,60.0,,96482,0
OFFICER,10135.0,,2016-04-15 04:49:00-05:00,34.0,,96483,0
SERGEANT,1088.0,,2016-04-15 04:52:00-05:00,45.0,,96483,0
LIEUTENANT,471.0,,2016-04-15 05:01:00-05:00,44.0,,96483,0
OFFICER,19643.0,,2016-04-15 04:50:00-05:00,27.0,,96484,0
SERGEANT,1088.0,,2016-04-15 04:51:00-05:00,45.0,,96484,0
LIEUTENANT,471.0,,2016-04-15 04:59:00-05:00,44.0,,96484,0
OFFICER,15673.0,,2016-04-15 04:49:00-05:00,27.0,,96485,0
SERGEANT,1088.0,,2016-04-15 04:50:00-05:00,45.0,,96485,0
LIEUTENANT,471.0,,2016-04-15 05:04:00-05:00,44.0,,96485,0
OFFICER,7594.0,,2016-04-15 04:50:00-05:00,27.0,,96486,0
SERGEANT,1088.0,,2016-04-15 04:51:00-05:00,45.0,,96486,0
LIEUTENANT,471.0,,2016-04-15 05:03:00-05:00,44.0,,96486,0
OFFICER,3527.0,,2016-04-15 05:36:00-05:00,31.0,,96487,0
SERGEANT,1836.0,,2016-04-15 05:51:00-05:00,36.0,,96487,0
CAPTAIN,93.0,,2016-04-15 06:17:00-05:00,46.0,,96487,0
OFFICER,19222.0,,2016-04-15 06:07:00-05:00,29.0,,96489,0
SERGEANT,1836.0,,2016-04-15 06:10:00-05:00,36.0,,96489,0
CAPTAIN,93.0,,2016-04-15 06:18:00-05:00,46.0,,96489,0
OFFICER,16153.0,,2016-04-15 06:07:00-05:00,26.0,,96490,0
SERGEANT,972.0,,2016-04-15 06:08:00-05:00,33.0,,96490,0
LIEUTENANT,243.0,,2016-04-15 07:17:00-05:00,45.0,,96490,0
OFFICER,19790.0,,2016-04-15 06:07:00-05:00,26.0,,96491,0
SERGEANT,972.0,,2016-04-15 06:08:00-05:00,33.0,,96491,0
LIEUTENANT,243.0,,2016-04-15 07:21:00-05:00,45.0,,96491,0
OFFICER,17150.0,,2016-04-15 06:50:00-05:00,39.0,,96492,0
SERGEANT,1595.0,,2016-04-15 06:52:00-05:00,50.0,,96492,0
LIEUTENANT,603.0,,2016-04-15 07:28:00-05:00,46.0,,96492,0
OFFICER,8420.0,,2016-04-15 06:54:00-05:00,34.0,,96493,0
SERGEANT,1595.0,,2016-04-15 06:54:00-05:00,50.0,,96493,0
LIEUTENANT,603.0,,2016-04-15 07:29:00-05:00,46.0,,96493,0
OFFICER,15400.0,,2016-04-15 11:07:00-05:00,39.0,,96496,0
SERGEANT,1214.0,,2016-04-15 11:38:00-05:00,49.0,,96496,0
LIEUTENANT,258.0,,2016-04-16 01:04:00-05:00,47.0,,96496,0
OFFICER,7718.0,,2016-04-16 01:06:00-05:00,35.0,,96497,0
SERGEANT,1214.0,,2016-04-16 01:07:00-05:00,49.0,,96497,0
LIEUTENANT,258.0,,2016-04-16 01:08:00-05:00,47.0,,96497,0
OFFICER,14008.0,,2016-04-16 01:05:00-05:00,31.0,,96498,0
SERGEANT,2529.0,,2016-04-16 01:08:00-05:00,57.0,,96498,0
LIEUTENANT,719.0,,2016-04-16 01:16:00-05:00,49.0,,96498,0
OFFICER,16142.0,,2016-04-16 01:19:00-05:00,51.0,,96499,0
LIEUTENANT,719.0,,2016-04-16 01:23:00-05:00,49.0,,96499,0
LIEUTENANT,719.0,,2016-04-16 01:25:00-05:00,49.0,,96499,0
OFFICER,17702.0,,2016-04-16 01:56:00-05:00,33.0,,96500,0
SERGEANT,1484.0,,2016-04-16 02:04:00-05:00,36.0,,96500,0
LIEUTENANT,586.0,,2016-04-16 03:12:00-05:00,44.0,,96500,0
SERGEANT,1093.0,,2016-04-16 01:50:00-05:00,38.0,,96501,0
SERGEANT,1484.0,,2016-04-16 02:04:00-05:00,36.0,,96501,0
LIEUTENANT,586.0,,2016-04-16 03:11:00-05:00,44.0,,96501,0
OFFICER,19146.0,,2016-04-16 02:01:00-05:00,51.0,,96502,0
SERGEANT,1484.0,,2016-04-16 02:04:00-05:00,36.0,,96502,0
LIEUTENANT,586.0,,2016-04-16 03:11:00-05:00,44.0,,96502,0
OFFICER,11974.0,,2016-04-16 03:15:00-05:00,36.0,,96503,0
SERGEANT,1841.0,,2016-04-16 03:34:00-05:00,48.0,,96503,0
LIEUTENANT,317.0,,2016-04-16 04:28:00-05:00,54.0,,96503,0
OFFICER,9565.0,,2016-04-16 03:27:00-05:00,42.0,,96504,0
SERGEANT,1841.0,,2016-04-16 03:28:00-05:00,48.0,,96504,0
LIEUTENANT,317.0,,2016-04-16 04:23:00-05:00,54.0,,96504,0
SERGEANT,1841.0,,2016-04-16 04:00:00-05:00,48.0,,96506,0
LIEUTENANT,317.0,,2016-04-16 04:33:00-05:00,54.0,,96506,0
LIEUTENANT,317.0,,2016-04-16 04:42:00-05:00,54.0,,96506,0
OFFICER,9186.0,,2016-04-16 11:53:00-05:00,26.0,,96508,0
SERGEANT,1061.0,,2016-04-16 11:54:00-05:00,47.0,,96508,0
LIEUTENANT,248.0,,2016-04-17 12:03:00-05:00,54.0,,96508,0
OFFICER,13832.0,,2016-04-16 05:01:00-05:00,33.0,,96509,0
SERGEANT,1437.0,,2016-04-16 05:12:00-05:00,51.0,,96509,0
LIEUTENANT,660.0,,2016-04-16 06:18:00-05:00,40.0,,96509,0
OFFICER,15937.0,,2016-04-16 03:48:00-05:00,48.0,,96510,0
SERGEANT,1437.0,,2016-04-16 03:51:00-05:00,51.0,,96510,0
LIEUTENANT,660.0,,2016-04-16 03:59:00-05:00,40.0,,96510,0
OFFICER,8496.0,,2016-04-16 03:53:00-05:00,33.0,,96511,0
SERGEANT,1080.0,,2016-04-16 04:15:00-05:00,46.0,,96511,0
LIEUTENANT,243.0,,2016-04-16 04:47:00-05:00,45.0,,96511,0
OFFICER,10642.0,,2016-04-16 04:04:00-05:00,34.0,,96512,0
SERGEANT,1080.0,,2016-04-16 04:14:00-05:00,46.0,,96512,0
LIEUTENANT,243.0,,2016-04-16 04:38:00-05:00,45.0,,96512,0
OFFICER,19511.0,,2016-04-16 04:04:00-05:00,42.0,,96513,0
SERGEANT,1080.0,,2016-04-16 04:16:00-05:00,46.0,,96513,0
LIEUTENANT,243.0,,2016-04-16 04:44:00-05:00,45.0,,96513,0
OFFICER,4546.0,,2016-04-16 04:37:00-05:00,40.0,,96514,0
SERGEANT,1080.0,,2016-04-16 05:14:00-05:00,46.0,,96514,0
LIEUTENANT,243.0,,2016-04-16 06:43:00-05:00,45.0,,96514,0
OFFICER,13089.0,,2016-04-16 05:18:00-05:00,36.0,,96515,0
SERGEANT,2594.0,,2016-04-16 05:50:00-05:00,39.0,,96515,0
LIEUTENANT,243.0,,2016-04-16 07:06:00-05:00,45.0,,96515,0
OFFICER,6626.0,,2016-04-16 05:22:00-05:00,33.0,,96516,0
SERGEANT,1080.0,,2016-04-16 05:57:00-05:00,46.0,,96516,0
LIEUTENANT,243.0,,2016-04-16 06:46:00-05:00,45.0,,96516,0
OFFICER,13244.0,,2016-04-16 07:03:00-05:00,34.0,,96517,0
SERGEANT,1308.0,,2016-04-16 07:05:00-05:00,49.0,,96517,0
LIEUTENANT,627.0,,2016-04-16 08:15:00-05:00,37.0,,96517,0
OFFICER,16245.0,,2016-04-16 07:08:00-05:00,25.0,,96518,0
SERGEANT,1308.0,,2016-04-16 07:11:00-05:00,49.0,,96518,0
LIEUTENANT,627.0,,2016-04-16 08:10:00-05:00,37.0,,96518,0
LIEUTENANT,627.0,,2016-04-16 08:14:00-05:00,37.0,,96518,0
OFFICER,13259.0,,2016-04-16 07:44:00-05:00,31.0,,96519,0
SERGEANT,2287.0,,2016-04-16 07:45:00-05:00,53.0,,96519,0
LIEUTENANT,241.0,,2016-04-16 08:13:00-05:00,38.0,,96519,0
OFFICER,18267.0,,2016-04-16 07:52:00-05:00,46.0,,96520,0
SERGEANT,2287.0,,2016-04-16 07:53:00-05:00,53.0,,96520,0
LIEUTENANT,241.0,,2016-04-16 08:16:00-05:00,38.0,,96520,0
OFFICER,10766.0,,2016-04-17 03:36:00-05:00,44.0,,96521,0
SERGEANT,1726.0,,2016-04-17 03:37:00-05:00,39.0,,96521,0
LIEUTENANT,397.0,,2016-04-17 03:48:00-05:00,48.0,,96521,0
OFFICER,5327.0,,2016-04-17 03:48:00-05:00,42.0,,96522,0
SERGEANT,1726.0,,2016-04-17 03:48:00-05:00,39.0,,96522,0
LIEUTENANT,397.0,,2016-04-17 03:50:00-05:00,48.0,,96522,0
OFFICER,18529.0,,2016-04-17 05:03:00-05:00,33.0,,96523,0
SERGEANT,2184.0,,2016-04-17 05:05:00-05:00,33.0,,96523,0
LIEUTENANT,724.0,,2016-04-17 05:16:00-05:00,47.0,,96523,0
OFFICER,4498.0,,2016-04-17 05:26:00-05:00,29.0,,96524,0
SERGEANT,1345.0,,2016-04-17 05:44:00-05:00,42.0,,96524,0
LIEUTENANT,534.0,,2016-04-17 10:34:00-05:00,58.0,,96524,0
SERGEANT,2108.0,,2016-04-17 05:26:00-05:00,47.0,,96525,0
LIEUTENANT,534.0,,2016-04-17 08:45:00-05:00,58.0,,96525,0
LIEUTENANT,534.0,,2016-04-17 09:11:00-05:00,58.0,,96525,0
OFFICER,14499.0,,2016-04-17 07:04:00-05:00,36.0,,96530,0
SERGEANT,1962.0,,2016-04-17 07:39:00-05:00,38.0,,96530,0
LIEUTENANT,526.0,,2016-04-17 08:18:00-05:00,54.0,,96530,0
OFFICER,18517.0,,2016-04-17 07:22:00-05:00,43.0,,96531,0
SERGEANT,1424.0,,2016-04-17 07:36:00-05:00,57.0,,96531,0
LIEUTENANT,526.0,,2016-04-17 07:52:00-05:00,54.0,,96531,0
OFFICER,4515.0,,2016-04-17 07:33:00-05:00,40.0,,96532,0
SERGEANT,1962.0,,2016-04-17 07:39:00-05:00,38.0,,96532,0
LIEUTENANT,526.0,,2016-04-17 08:07:00-05:00,54.0,,96532,0
OFFICER,14227.0,,2016-04-17 07:57:00-05:00,39.0,,96533,0
SERGEANT,1424.0,,2016-04-17 08:00:00-05:00,57.0,,96533,0
LIEUTENANT,526.0,,2016-04-17 08:28:00-05:00,54.0,,96533,0
OFFICER,16153.0,,2016-04-17 11:18:00-05:00,26.0,,96534,0
SERGEANT,2559.0,,2016-04-17 11:32:00-05:00,56.0,,96534,0
LIEUTENANT,410.0,,2016-04-17 11:40:00-05:00,47.0,,96534,0
OFFICER,15982.0,,2016-04-17 11:22:00-05:00,28.0,,96535,0
SERGEANT,2559.0,,2016-04-17 11:31:00-05:00,56.0,,96535,0
LIEUTENANT,410.0,,2016-04-17 11:42:00-05:00,47.0,,96535,0
OFFICER,15498.0,,2016-04-17 11:29:00-05:00,26.0,,96536,0
SERGEANT,2559.0,,2016-04-17 11:32:00-05:00,56.0,,96536,0
LIEUTENANT,410.0,,2016-04-17 11:41:00-05:00,47.0,,96536,0
OFFICER,13190.0,,2016-04-18 12:45:00-05:00,28.0,,96537,0
SERGEANT,2020.0,,2016-04-18 12:47:00-05:00,39.0,,96537,0
LIEUTENANT,537.0,,2016-04-18 12:57:00-05:00,45.0,,96537,0
OFFICER,18813.0,,2016-04-18 01:34:00-05:00,36.0,,96538,0
SERGEANT,1954.0,,2016-04-18 01:45:00-05:00,57.0,,96538,0
LIEUTENANT,172.0,,2016-04-18 01:57:00-05:00,52.0,,96538,0
OFFICER,9220.0,,2016-04-18 03:58:00-05:00,34.0,,96540,0
SERGEANT,2583.0,,2016-04-18 03:59:00-05:00,39.0,,96540,0
LIEUTENANT,330.0,,2016-04-18 04:08:00-05:00,55.0,,96540,0
OFFICER,19328.0,,2016-04-18 08:12:00-05:00,37.0,,96545,0
SERGEANT,1794.0,,2016-04-18 08:20:00-05:00,45.0,,96545,0
LIEUTENANT,628.0,,2016-04-18 09:56:00-05:00,37.0,,96545,0
OFFICER,5968.0,,2016-04-18 10:47:00-05:00,29.0,,96546,0
SERGEANT,1068.0,,2016-04-18 11:06:00-05:00,50.0,,96546,0
LIEUTENANT,183.0,,2016-04-19 12:26:00-05:00,43.0,,96546,0
OFFICER,6245.0,,2016-04-19 01:10:00-05:00,32.0,,96547,0
SERGEANT,1182.0,,2016-04-19 01:20:00-05:00,41.0,,96547,0
LIEUTENANT,183.0,,2016-04-19 01:29:00-05:00,43.0,,96547,0
OFFICER,7917.0,,2016-04-19 02:14:00-05:00,31.0,,96548,0
SERGEANT,2029.0,,2016-04-19 02:15:00-05:00,35.0,,96548,0
LIEUTENANT,586.0,,2016-04-19 03:08:00-05:00,44.0,,96548,0
OFFICER,15583.0,,2016-04-19 04:27:00-05:00,46.0,,96549,0
SERGEANT,1811.0,,2016-04-19 04:52:00-05:00,42.0,,96549,0
LIEUTENANT,330.0,,2016-04-19 05:12:00-05:00,55.0,,96549,0
OFFICER,15701.0,,2016-04-19 05:18:00-05:00,27.0,,96550,0
SERGEANT,2138.0,,2016-04-19 05:25:00-05:00,33.0,,96550,0
LIEUTENANT,376.0,,2016-04-19 08:50:00-05:00,48.0,,96550,0
OFFICER,14867.0,,2016-04-19 08:41:00-05:00,25.0,,96551,0
SERGEANT,2138.0,,2016-04-19 08:42:00-05:00,33.0,,96551,0
LIEUTENANT,376.0,,2016-04-19 08:51:00-05:00,48.0,,96551,0
OFFICER,6211.0,,2016-04-19 11:28:00-05:00,30.0,,96552,0
SERGEANT,1015.0,,2016-04-19 11:32:00-05:00,43.0,,96552,0
LIEUTENANT,261.0,,2016-04-19 12:54:00-05:00,50.0,,96552,0
OFFICER,13218.0,,2016-04-19 11:29:00-05:00,29.0,,96553,0
SERGEANT,1015.0,,2016-04-19 11:33:00-05:00,43.0,,96553,0
LIEUTENANT,261.0,,2016-04-19 12:53:00-05:00,50.0,,96553,0
OFFICER,12078.0,,2016-04-19 02:27:00-05:00,31.0,,96554,0
SERGEANT,1733.0,,2016-04-19 02:29:00-05:00,47.0,,96554,0
LIEUTENANT,212.0,,2016-04-19 02:50:00-05:00,51.0,,96554,0
OFFICER,13663.0,,2016-04-19 02:27:00-05:00,42.0,,96555,0
SERGEANT,1733.0,,2016-04-19 02:29:00-05:00,47.0,,96555,0
LIEUTENANT,212.0,,2016-04-19 02:48:00-05:00,51.0,,96555,0
OFFICER,16100.0,,2016-04-19 03:29:00-05:00,48.0,,96556,0
SERGEANT,2307.0,,2016-04-19 03:32:00-05:00,44.0,,96556,0
LIEUTENANT,310.0,,2016-04-19 04:07:00-05:00,60.0,,96556,0
OFFICER,6218.0,,2016-04-19 03:37:00-05:00,41.0,,96557,0
SERGEANT,2307.0,,2016-04-19 03:37:00-05:00,44.0,,96557,0
LIEUTENANT,310.0,,2016-04-19 04:08:00-05:00,60.0,,96557,0
OFFICER,18800.0,,2016-04-19 06:13:00-05:00,30.0,,96558,0
SERGEANT,2371.0,,2016-04-19 06:48:00-05:00,41.0,,96558,0
LIEUTENANT,663.0,,2016-04-19 07:48:00-05:00,52.0,,96558,0
OFFICER,12734.0,,2016-04-19 05:59:00-05:00,35.0,,96559,0
SERGEANT,837.0,,2016-04-19 06:10:00-05:00,43.0,,96559,0
LIEUTENANT,732.0,,2016-04-19 07:17:00-05:00,51.0,,96559,0
OFFICER,19191.0,,2016-04-19 06:08:00-05:00,30.0,,96560,0
SERGEANT,837.0,,2016-04-19 06:11:00-05:00,43.0,,96560,0
LIEUTENANT,732.0,,2016-04-19 07:18:00-05:00,51.0,,96560,0
OFFICER,14321.0,,2016-04-19 06:52:00-05:00,28.0,,96561,0
SERGEANT,2371.0,,2016-04-19 06:55:00-05:00,41.0,,96561,0
LIEUTENANT,663.0,,2016-04-19 07:51:00-05:00,52.0,,96561,0
OFFICER,19737.0,,2016-04-19 09:59:00-05:00,35.0,,96562,0
SERGEANT,1135.0,,2016-04-19 10:00:00-05:00,43.0,,96562,0
LIEUTENANT,497.0,,2016-04-20 06:02:00-05:00,46.0,,96562,0
OFFICER,17140.0,,2016-04-19 09:38:00-05:00,35.0,,96563,0
SERGEANT,1135.0,,2016-04-19 09:54:00-05:00,43.0,,96563,0
LIEUTENANT,497.0,,2016-04-20 06:00:00-05:00,46.0,,96563,0
OFFICER,14620.0,,2016-04-20 01:34:00-05:00,30.0,,96564,0
SERGEANT,1400.0,,2016-04-20 01:35:00-05:00,44.0,,96564,0
LIEUTENANT,513.0,,2016-04-20 01:57:00-05:00,36.0,,96564,0
OFFICER,12531.0,,2016-04-20 02:29:00-05:00,30.0,,96565,0
SERGEANT,1864.0,,2016-04-20 03:33:00-05:00,35.0,,96565,0
LIEUTENANT,228.0,,2016-04-20 05:11:00-05:00,53.0,,96565,0
OFFICER,4611.0,,2016-04-20 02:24:00-05:00,35.0,,96566,0
SERGEANT,1864.0,,2016-04-20 02:25:00-05:00,35.0,,96566,0
LIEUTENANT,228.0,,2016-04-20 06:14:00-05:00,54.0,,96566,0
OFFICER,18529.0,,2016-04-20 02:52:00-05:00,33.0,,96567,0
SERGEANT,1864.0,,2016-04-20 02:55:00-05:00,35.0,,96567,0
LIEUTENANT,228.0,,2016-04-20 06:18:00-05:00,54.0,,96567,0
OFFICER,18255.0,,2016-04-20 02:52:00-05:00,33.0,,96568,0
SERGEANT,1864.0,,2016-04-20 02:55:00-05:00,35.0,,96568,0
LIEUTENANT,228.0,,2016-04-20 06:18:00-05:00,54.0,,96568,0
OFFICER,12313.0,,2016-04-20 01:55:00-05:00,30.0,,96569,0
SERGEANT,1864.0,,2016-04-20 02:23:00-05:00,35.0,,96569,0
LIEUTENANT,228.0,,2016-04-20 06:15:00-05:00,54.0,,96569,0
OFFICER,18968.0,,2016-04-20 02:22:00-05:00,31.0,,96570,0
SERGEANT,1864.0,,2016-04-20 02:24:00-05:00,35.0,,96570,0
LIEUTENANT,228.0,,2016-04-20 06:15:00-05:00,54.0,,96570,0
OFFICER,11522.0,,2016-04-20 02:28:00-05:00,39.0,,96571,0
SERGEANT,1864.0,,2016-04-20 02:32:00-05:00,35.0,,96571,0
LIEUTENANT,228.0,,2016-04-20 06:14:00-05:00,54.0,,96571,0
OFFICER,11522.0,,2016-04-20 02:53:00-05:00,39.0,,96572,0
SERGEANT,1864.0,,2016-04-20 02:55:00-05:00,35.0,,96572,0
LIEUTENANT,228.0,,2016-04-20 06:17:00-05:00,54.0,,96572,0
OFFICER,6285.0,,2016-04-20 03:09:00-05:00,28.0,,96573,0
SERGEANT,2105.0,,2016-04-20 03:28:00-05:00,38.0,,96573,0
LIEUTENANT,224.0,,2016-04-20 03:32:00-05:00,43.0,,96573,0
OFFICER,16512.0,,2016-04-20 02:28:00-05:00,29.0,,96574,0
SERGEANT,1864.0,,2016-04-20 03:34:00-05:00,35.0,,96574,0
LIEUTENANT,228.0,,2016-04-20 05:10:00-05:00,53.0,,96574,0
OFFICER,19191.0,,2016-04-20 10:55:00-05:00,30.0,,96576,0
SERGEANT,1111.0,,2016-04-20 10:57:00-05:00,51.0,,96576,0
LIEUTENANT,258.0,,2016-04-20 11:04:00-05:00,47.0,,96576,0
OFFICER,12734.0,,2016-04-20 06:04:00-05:00,35.0,,96577,0
SERGEANT,1111.0,,2016-04-20 07:02:00-05:00,51.0,,96577,0
LIEUTENANT,258.0,,2016-04-20 10:20:00-05:00,47.0,,96577,0
OFFICER,12822.0,,2016-04-20 08:16:00-05:00,31.0,,96578,0
SERGEANT,1111.0,,2016-04-20 08:16:00-05:00,51.0,,96578,0
LIEUTENANT,258.0,,2016-04-20 10:16:00-05:00,47.0,,96578,0
OFFICER,16681.0,,2016-04-20 07:56:00-05:00,37.0,,96579,0
SERGEANT,1111.0,,2016-04-20 08:16:00-05:00,51.0,,96579,0
LIEUTENANT,258.0,,2016-04-20 10:19:00-05:00,47.0,,96579,0
OFFICER,6363.0,,2016-04-20 07:56:00-05:00,39.0,,96580,0
SERGEANT,1111.0,,2016-04-20 08:17:00-05:00,51.0,,96580,0
LIEUTENANT,258.0,,2016-04-20 10:18:00-05:00,47.0,,96580,0
OFFICER,17364.0,,2016-04-20 07:59:00-05:00,34.0,,96581,0
SERGEANT,1111.0,,2016-04-20 08:15:00-05:00,51.0,,96581,0
LIEUTENANT,258.0,,2016-04-20 10:18:00-05:00,47.0,,96581,0
OFFICER,10908.0,,2016-04-20 09:39:00-05:00,45.0,,96582,0
SERGEANT,1596.0,,2016-04-20 10:23:00-05:00,56.0,,96582,0
LIEUTENANT,414.0,,2016-05-03 06:17:00-05:00,47.0,,96582,0
OFFICER,6557.0,,2016-04-21 01:35:00-05:00,29.0,,96583,0
SERGEANT,1841.0,,2016-04-21 01:36:00-05:00,48.0,,96583,0
LIEUTENANT,667.0,,2016-04-21 02:21:00-05:00,60.0,,96583,0
OFFICER,17274.0,,2016-04-21 08:12:00-05:00,27.0,,96584,0
SERGEANT,2138.0,,2016-04-21 08:18:00-05:00,33.0,,96584,0
LIEUTENANT,376.0,,2016-04-21 08:24:00-05:00,48.0,,96584,0
OFFICER,18585.0,,2016-04-21 08:11:00-05:00,34.0,,96585,0
SERGEANT,2138.0,,2016-04-21 08:18:00-05:00,33.0,,96585,0
LIEUTENANT,376.0,,2016-04-21 08:25:00-05:00,48.0,,96585,0
OFFICER,7885.0,,2016-04-21 05:09:00-05:00,30.0,,96586,0
SERGEANT,2295.0,,2016-04-21 10:08:00-05:00,37.0,,96586,0
LIEUTENANT,192.0,,2016-04-21 11:09:00-05:00,50.0,,96586,0
SERGEANT,2295.0,,2016-04-21 07:21:00-05:00,37.0,,96587,0
LIEUTENANT,192.0,,2016-04-21 10:32:00-05:00,50.0,,96587,0
LIEUTENANT,192.0,,2016-04-21 11:03:00-05:00,50.0,,96587,0
OFFICER,6323.0,,2016-04-21 12:38:00-05:00,46.0,,96588,0
SERGEANT,2102.0,,2016-04-21 12:41:00-05:00,39.0,,96588,0
LIEUTENANT,495.0,,2016-04-21 01:17:00-05:00,58.0,,96588,0
OFFICER,5330.0,,2016-04-21 01:08:00-05:00,42.0,,96589,0
SERGEANT,1667.0,,2016-04-21 01:26:00-05:00,48.0,,96589,0
LIEUTENANT,268.0,,2016-04-21 01:35:00-05:00,48.0,,96589,0
OFFICER,4308.0,,2016-04-21 12:56:00-05:00,29.0,,96590,0
SERGEANT,2102.0,,2016-04-21 12:58:00-05:00,39.0,,96590,0
LIEUTENANT,495.0,,2016-04-21 01:16:00-05:00,58.0,,96590,0
OFFICER,14092.0,,2016-04-21 05:43:00-05:00,23.0,,96591,0
SERGEANT,1550.0,,2016-04-21 05:44:00-05:00,44.0,,96591,0
LIEUTENANT,743.0,,2016-04-22 05:52:00-05:00,56.0,,96591,0
OFFICER,16126.0,,2016-04-21 07:24:00-05:00,39.0,,96592,0
SERGEANT,2600.0,,2016-04-21 07:55:00-05:00,57.0,,96592,0
