rank,star,status,status_datetime,officer_age,officer_unit_at_incident,trr_id,officer_id
SERGEANT,1566.0,,2016-06-04 04:41:00-05:00,48.0,,97398,0
LIEUTENANT,315.0,,2016-06-04 04:48:00-05:00,54.0,,97398,0
OFFICER,14027.0,,2016-06-04 06:14:00-05:00,36.0,,97399,0
SERGEANT,1772.0,,2016-06-04 06:17:00-05:00,53.0,,97399,0
LIEUTENANT,603.0,,2016-06-04 06:37:00-05:00,47.0,,97399,0
OFFICER,17941.0,,2016-06-04 07:49:00-05:00,34.0,,97402,0
SERGEANT,1830.0,,2016-06-04 07:53:00-05:00,44.0,,97402,0
LIEUTENANT,603.0,,2016-06-04 08:15:00-05:00,47.0,,97402,0
OFFICER,14543.0,,2016-06-04 07:29:00-05:00,31.0,,97403,0
SERGEANT,1781.0,,2016-06-04 07:55:00-05:00,50.0,,97403,0
LIEUTENANT,211.0,,2016-06-04 08:25:00-05:00,51.0,,97403,0
OFFICER,17177.0,,2016-06-04 10:14:00-05:00,30.0,,97406,0
SERGEANT,949.0,,2016-06-04 10:16:00-05:00,35.0,,97406,0
LIEUTENANT,205.0,,2016-06-04 10:26:00-05:00,49.0,,97406,0
OFFICER,5304.0,,2016-06-04 11:33:00-05:00,33.0,,97407,0
SERGEANT,2011.0,,2016-06-04 11:36:00-05:00,45.0,,97407,0
LIEUTENANT,199.0,,2016-06-05 02:28:00-05:00,54.0,,97407,0
OFFICER,5451.0,,2016-06-05 02:06:00-05:00,28.0,,97409,0
SERGEANT,2283.0,,2016-06-05 02:49:00-05:00,52.0,,97409,0
LIEUTENANT,724.0,,2016-06-05 03:03:00-05:00,47.0,,97409,0
OFFICER,10773.0,,2016-06-05 03:20:00-05:00,39.0,,97411,0
SERGEANT,1042.0,,2016-06-05 03:31:00-05:00,37.0,,97411,0
LIEUTENANT,506.0,,2016-06-05 10:34:00-05:00,59.0,,97411,0
OFFICER,4724.0,,2016-06-05 03:55:00-05:00,41.0,,97412,0
SERGEANT,1042.0,,2016-06-05 03:57:00-05:00,37.0,,97412,0
LIEUTENANT,506.0,,2016-06-05 10:33:00-05:00,59.0,,97412,0
OFFICER,12561.0,,2016-06-05 03:42:00-05:00,27.0,,97413,0
SERGEANT,1042.0,,2016-06-05 03:44:00-05:00,37.0,,97413,0
LIEUTENANT,506.0,,2016-06-05 10:33:00-05:00,59.0,,97413,0
OFFICER,6457.0,,2016-06-05 06:52:00-05:00,33.0,,97414,0
SERGEANT,1515.0,,2016-06-05 06:57:00-05:00,43.0,,97414,0
LIEUTENANT,277.0,,2016-06-05 07:26:00-05:00,55.0,,97414,0
OFFICER,19148.0,,2016-06-05 06:55:00-05:00,30.0,,97415,0
SERGEANT,1515.0,,2016-06-05 06:58:00-05:00,43.0,,97415,0
LIEUTENANT,277.0,,2016-06-05 07:26:00-05:00,55.0,,97415,0
OFFICER,6642.0,,2016-06-05 05:42:00-05:00,32.0,,97416,0
SERGEANT,2312.0,,2016-06-05 06:05:00-05:00,51.0,,97416,0
LIEUTENANT,317.0,,2016-06-05 06:12:00-05:00,54.0,,97416,0
OFFICER,11258.0,,2016-06-05 05:53:00-05:00,38.0,,97417,0
SERGEANT,2312.0,,2016-06-05 06:04:00-05:00,51.0,,97417,0
LIEUTENANT,317.0,,2016-06-05 06:10:00-05:00,54.0,,97417,0
OFFICER,13832.0,,2016-06-05 03:23:00-05:00,33.0,,97418,0
SERGEANT,1127.0,,2016-06-05 04:31:00-05:00,45.0,,97418,0
LIEUTENANT,714.0,,2016-06-08 03:05:00-05:00,51.0,,97418,0
OFFICER,15937.0,,2016-06-05 01:48:00-05:00,49.0,,97419,0
SERGEANT,1127.0,,2016-06-05 03:28:00-05:00,45.0,,97419,0
LIEUTENANT,714.0,,2016-06-08 03:05:00-05:00,51.0,,97419,0
OFFICER,14075.0,,2016-06-06 01:35:00-05:00,38.0,,97423,0
SERGEANT,1697.0,,2016-06-06 01:36:00-05:00,50.0,,97423,0
LIEUTENANT,287.0,,2016-06-06 01:40:00-05:00,49.0,,97423,0
OFFICER,15014.0,,2016-06-06 01:28:00-05:00,48.0,,97424,0
SERGEANT,1697.0,,2016-06-06 01:31:00-05:00,50.0,,97424,0
LIEUTENANT,287.0,,2016-06-06 01:38:00-05:00,49.0,,97424,0
OFFICER,3913.0,,2016-11-15 10:53:00-06:00,42.0,,97425,0
SERGEANT,814.0,,2016-11-15 10:58:00-06:00,44.0,,97425,0
LIEUTENANT,431.0,,2016-11-16 01:18:00-06:00,36.0,,97425,0
OFFICER,19362.0,,2016-06-06 12:01:00-05:00,40.0,,97427,0
SERGEANT,1058.0,,2016-06-06 12:05:00-05:00,57.0,,97427,0
LIEUTENANT,261.0,,2016-06-06 12:19:00-05:00,50.0,,97427,0
SERGEANT,1986.0,,2016-06-06 07:02:00-05:00,36.0,,97429,0
SERGEANT,1895.0,,2016-06-06 07:20:00-05:00,47.0,,97429,0
LIEUTENANT,396.0,,2016-06-06 08:51:00-05:00,52.0,,97429,0
OFFICER,2831.0,,2016-06-06 07:23:00-05:00,41.0,,97432,0
SERGEANT,2349.0,,2016-06-06 07:36:00-05:00,36.0,,97432,0
LIEUTENANT,201.0,,2016-06-06 07:52:00-05:00,49.0,,97432,0
SERGEANT,2349.0,,2016-06-06 07:25:00-05:00,36.0,,97433,0
SERGEANT,1768.0,,2016-06-06 07:54:00-05:00,43.0,,97433,0
LIEUTENANT,201.0,,2016-06-06 08:01:00-05:00,49.0,,97433,0
OFFICER,12152.0,,2016-06-07 12:12:00-05:00,41.0,,97438,0
SERGEANT,1749.0,,2016-06-07 12:13:00-05:00,46.0,,97438,0
LIEUTENANT,302.0,,2016-06-07 12:19:00-05:00,48.0,,97438,0
OFFICER,15840.0,,2016-06-07 12:28:00-05:00,45.0,,97440,0
SERGEANT,1063.0,,2016-06-07 12:43:00-05:00,44.0,,97440,0
LIEUTENANT,514.0,,2016-06-07 12:58:00-05:00,46.0,,97440,0
OFFICER,17019.0,,2016-06-06 11:48:00-05:00,30.0,,97441,0
SERGEANT,2117.0,,2016-06-07 12:18:00-05:00,41.0,,97441,0
LIEUTENANT,514.0,,2016-06-07 12:57:00-05:00,46.0,,97441,0
OFFICER,12575.0,,2016-06-06 11:39:00-05:00,34.0,,97442,0
SERGEANT,2117.0,,2016-06-07 12:16:00-05:00,41.0,,97442,0
LIEUTENANT,514.0,,2016-06-07 12:57:00-05:00,46.0,,97442,0
OFFICER,10509.0,,2016-06-07 12:00:00-05:00,31.0,,97443,0
SERGEANT,1749.0,,2016-06-07 12:07:00-05:00,46.0,,97443,0
LIEUTENANT,302.0,,2016-12-01 07:12:00-06:00,48.0,,97443,0
SERGEANT,2632.0,,2016-06-07 12:11:00-05:00,40.0,,97444,0
LIEUTENANT,192.0,,2016-06-07 12:15:00-05:00,50.0,,97444,0
LIEUTENANT,531.0,,2016-06-07 12:24:00-05:00,50.0,,97444,0
OFFICER,17841.0,,2016-06-07 01:03:00-05:00,43.0,,97445,0
SERGEANT,1063.0,,2016-06-07 01:11:00-05:00,44.0,,97445,0
LIEUTENANT,514.0,,2016-06-07 02:31:00-05:00,46.0,,97445,0
OFFICER,16054.0,,2016-06-07 01:04:00-05:00,30.0,,97446,0
SERGEANT,1063.0,,2016-06-07 01:09:00-05:00,44.0,,97446,0
LIEUTENANT,514.0,,2016-06-07 02:30:00-05:00,46.0,,97446,0
OFFICER,18257.0,,2016-06-07 04:45:00-05:00,28.0,,97447,0
SERGEANT,814.0,,2016-06-07 04:57:00-05:00,44.0,,97447,0
LIEUTENANT,514.0,,2016-06-08 01:57:00-05:00,46.0,,97447,0
OFFICER,16472.0,,2016-06-07 02:48:00-05:00,41.0,,97448,0
SERGEANT,2681.0,,2016-06-07 02:51:00-05:00,36.0,,97448,0
LIEUTENANT,182.0,,2016-06-07 02:55:00-05:00,42.0,,97448,0
OFFICER,17750.0,,2016-06-07 03:58:00-05:00,36.0,,97449,0
SERGEANT,1930.0,,2016-06-07 04:26:00-05:00,45.0,,97449,0
LIEUTENANT,172.0,,2016-06-07 05:00:00-05:00,53.0,,97449,0
OFFICER,7610.0,,2016-06-07 04:46:00-05:00,33.0,,97451,0
SERGEANT,814.0,,2016-06-07 04:57:00-05:00,44.0,,97451,0
LIEUTENANT,514.0,,2016-06-08 01:54:00-05:00,46.0,,97451,0
OFFICER,19752.0,,2016-06-07 04:48:00-05:00,38.0,,97452,0
SERGEANT,1930.0,,2016-06-07 04:49:00-05:00,45.0,,97452,0
LIEUTENANT,172.0,,2016-06-07 05:00:00-05:00,53.0,,97452,0
SERGEANT,1448.0,,2016-06-07 04:35:00-05:00,44.0,,97453,0
SERGEANT,814.0,,2016-06-07 04:58:00-05:00,44.0,,97453,0
LIEUTENANT,514.0,,2016-06-08 01:57:00-05:00,46.0,,97453,0
OFFICER,15359.0,,2016-06-07 04:51:00-05:00,28.0,,97454,0
SERGEANT,814.0,,2016-06-07 04:57:00-05:00,44.0,,97454,0
LIEUTENANT,514.0,,2016-06-08 01:56:00-05:00,46.0,,97454,0
OFFICER,18494.0,,2016-06-07 05:34:00-05:00,27.0,,97455,0
SERGEANT,2121.0,,2016-06-07 06:06:00-05:00,46.0,,97455,0
LIEUTENANT,506.0,,2016-06-07 08:36:00-05:00,59.0,,97455,0
OFFICER,9427.0,,2016-06-07 07:20:00-05:00,29.0,,97457,0
SERGEANT,1273.0,,2016-06-07 07:26:00-05:00,42.0,,97457,0
LIEUTENANT,506.0,,2016-06-07 08:36:00-05:00,59.0,,97457,0
OFFICER,13618.0,,2016-06-07 12:26:00-05:00,43.0,,97458,0
SERGEANT,1320.0,,2016-06-07 12:27:00-05:00,43.0,,97458,0
LIEUTENANT,201.0,,2016-06-07 01:19:00-05:00,49.0,,97458,0
OFFICER,15162.0,,2016-06-07 04:20:00-05:00,35.0,,97459,0
SERGEANT,1955.0,,2016-06-07 04:53:00-05:00,50.0,,97459,0
LIEUTENANT,396.0,,2016-06-08 01:02:00-05:00,52.0,,97459,0
OFFICER,11720.0,,2016-06-07 06:39:00-05:00,36.0,,97461,0
SERGEANT,1615.0,,2016-06-07 06:56:00-05:00,37.0,,97461,0
LIEUTENANT,339.0,,2016-06-07 06:58:00-05:00,46.0,,97461,0
OFFICER,15162.0,,2016-06-07 06:53:00-05:00,35.0,,97462,0
SERGEANT,1955.0,,2016-06-07 07:05:00-05:00,50.0,,97462,0
LIEUTENANT,396.0,,2016-06-08 01:18:00-05:00,52.0,,97462,0
OFFICER,13432.0,,2016-06-08 02:48:00-05:00,28.0,,97463,0
SERGEANT,1400.0,,2016-06-08 02:54:00-05:00,44.0,,97463,0
LIEUTENANT,590.0,,2016-06-08 03:03:00-05:00,51.0,,97463,0
OFFICER,17775.0,,2016-06-08 01:53:00-05:00,29.0,,97464,0
SERGEANT,1400.0,,2016-06-08 02:02:00-05:00,44.0,,97464,0
LIEUTENANT,590.0,,2016-06-08 02:28:00-05:00,51.0,,97464,0
OFFICER,16633.0,,2016-06-07 10:20:00-05:00,38.0,,97465,0
SERGEANT,1727.0,,2016-06-07 10:23:00-05:00,45.0,,97465,0
LIEUTENANT,302.0,,2016-06-07 10:38:00-05:00,48.0,,97465,0
OFFICER,18257.0,,2016-06-07 11:50:00-05:00,28.0,,97467,0
SERGEANT,814.0,,2016-06-07 11:53:00-05:00,44.0,,97467,0
LIEUTENANT,514.0,,2016-06-08 01:58:00-05:00,46.0,,97467,0
OFFICER,14970.0,,2016-06-08 12:21:00-05:00,38.0,,97468,0
SERGEANT,1953.0,,2016-06-08 12:47:00-05:00,36.0,,97468,0
LIEUTENANT,554.0,,2016-06-09 01:40:00-05:00,46.0,,97468,0
LIEUTENANT,514.0,,2016-06-08 12:51:00-05:00,46.0,,97470,0
CAPTAIN,93.0,,2016-06-08 09:53:00-05:00,47.0,,97470,0
CAPTAIN,93.0,,2016-06-08 10:18:00-05:00,47.0,,97470,0
OFFICER,13303.0,,2016-06-08 02:53:00-05:00,30.0,,97472,0
SERGEANT,1864.0,,2016-06-08 02:55:00-05:00,35.0,,97472,0
LIEUTENANT,396.0,,2016-06-08 03:30:00-05:00,52.0,,97472,0
OFFICER,2717.0,,2016-06-08 02:37:00-05:00,32.0,,97473,0
SERGEANT,1437.0,,2016-06-08 02:46:00-05:00,51.0,,97473,0
LIEUTENANT,714.0,,2016-06-08 03:40:00-05:00,51.0,,97473,0
OFFICER,16887.0,,2016-06-08 02:43:00-05:00,35.0,,97475,0
SERGEANT,2102.0,,2016-06-08 02:55:00-05:00,39.0,,97475,0
LIEUTENANT,603.0,,2016-06-08 03:49:00-05:00,47.0,,97475,0
SERGEANT,2102.0,,2016-06-08 02:54:00-05:00,39.0,,97476,0
LIEUTENANT,603.0,,2016-06-08 03:51:00-05:00,47.0,,97476,0
LIEUTENANT,603.0,,2016-06-08 03:52:00-05:00,47.0,,97476,0
OFFICER,17798.0,,2016-06-08 03:42:00-05:00,33.0,,97477,0
SERGEANT,2020.0,,2016-06-08 03:54:00-05:00,39.0,,97477,0
CAPTAIN,93.0,,2016-06-08 05:43:00-05:00,47.0,,97477,0
OFFICER,13296.0,,2016-06-08 03:50:00-05:00,38.0,,97478,0
SERGEANT,2020.0,,2016-06-08 03:53:00-05:00,39.0,,97478,0
CAPTAIN,93.0,,2016-06-08 05:44:00-05:00,47.0,,97478,0
OFFICER,19727.0,,2016-06-08 07:11:00-05:00,29.0,,97479,0
SERGEANT,949.0,,2016-06-08 07:16:00-05:00,35.0,,97479,0
LIEUTENANT,205.0,,2016-06-08 09:36:00-05:00,49.0,,97479,0
OFFICER,19316.0,,2016-06-08 07:18:00-05:00,38.0,,97480,0
SERGEANT,949.0,,2016-06-08 07:21:00-05:00,35.0,,97480,0
LIEUTENANT,205.0,,2016-06-08 09:37:00-05:00,49.0,,97480,0
OFFICER,8993.0,,2016-06-08 08:38:00-05:00,36.0,,97481,0
SERGEANT,2491.0,,2016-06-08 08:41:00-05:00,46.0,,97481,0
LIEUTENANT,201.0,,2016-06-08 09:26:00-05:00,49.0,,97481,0
OFFICER,8335.0,,2016-06-08 08:35:00-05:00,36.0,,97482,0
SERGEANT,2491.0,,2016-06-08 08:40:00-05:00,46.0,,97482,0
LIEUTENANT,201.0,,2016-06-08 09:27:00-05:00,49.0,,97482,0
OFFICER,6528.0,,2016-06-08 10:05:00-05:00,49.0,,97483,0
SERGEANT,2401.0,,2016-06-08 10:08:00-05:00,48.0,,97483,0
LIEUTENANT,383.0,,2016-06-08 10:11:00-05:00,46.0,,97483,0
OFFICER,11186.0,,2016-06-09 02:30:00-05:00,29.0,,97484,0
SERGEANT,2437.0,,2016-06-09 02:34:00-05:00,40.0,,97484,0
LIEUTENANT,513.0,,2016-06-09 02:40:00-05:00,36.0,,97484,0
OFFICER,7965.0,,2016-06-09 02:31:00-05:00,34.0,,97485,0
SERGEANT,2437.0,,2016-06-09 02:34:00-05:00,40.0,,97485,0
LIEUTENANT,513.0,,2016-06-09 02:41:00-05:00,36.0,,97485,0
OFFICER,19101.0,,2016-06-09 02:32:00-05:00,32.0,,97486,0
SERGEANT,2437.0,,2016-06-09 02:33:00-05:00,40.0,,97486,0
LIEUTENANT,513.0,,2016-06-09 02:42:00-05:00,36.0,,97486,0
OFFICER,18813.0,,2016-06-09 02:53:00-05:00,36.0,,97489,0
SERGEANT,2494.0,,2016-06-09 02:58:00-05:00,37.0,,97489,0
LIEUTENANT,194.0,,2016-06-09 03:15:00-05:00,45.0,,97489,0
OFFICER,17260.0,,2016-06-09 02:53:00-05:00,42.0,,97490,0
SERGEANT,2494.0,,2016-06-09 02:57:00-05:00,37.0,,97490,0
LIEUTENANT,194.0,,2016-06-09 03:13:00-05:00,45.0,,97490,0
OFFICER,10493.0,,2016-06-09 06:27:00-05:00,47.0,,97492,0
SERGEANT,805.0,,2016-06-09 06:27:00-05:00,48.0,,97492,0
LIEUTENANT,727.0,,2016-06-09 07:38:00-05:00,46.0,,97492,0
OFFICER,9274.0,,2016-06-09 06:35:00-05:00,31.0,,97493,0
SERGEANT,1895.0,,2016-06-09 06:49:00-05:00,47.0,,97493,0
LIEUTENANT,241.0,,2016-06-09 07:11:00-05:00,38.0,,97493,0
OFFICER,10566.0,,2016-06-09 06:35:00-05:00,33.0,,97494,0
SERGEANT,1895.0,,2016-06-09 06:50:00-05:00,47.0,,97494,0
LIEUTENANT,241.0,,2016-06-09 07:12:00-05:00,38.0,,97494,0
OFFICER,5012.0,,2016-06-09 10:18:00-05:00,36.0,,97496,0
SERGEANT,1119.0,,2016-06-09 10:19:00-05:00,54.0,,97496,0
LIEUTENANT,397.0,,2016-06-09 10:20:00-05:00,49.0,,97496,0
OFFICER,18938.0,,2016-06-09 10:09:00-05:00,40.0,,97497,0
SERGEANT,1119.0,,2016-06-09 10:10:00-05:00,54.0,,97497,0
LIEUTENANT,397.0,,2016-06-09 10:15:00-05:00,49.0,,97497,0
OFFICER,6875.0,,2016-06-09 10:37:00-05:00,36.0,,97498,0
SERGEANT,1884.0,,2016-06-09 11:01:00-05:00,45.0,,97498,0
LIEUTENANT,260.0,,2016-06-09 11:11:00-05:00,40.0,,97498,0
OFFICER,18309.0,,2016-06-09 10:55:00-05:00,38.0,,97499,0
SERGEANT,1120.0,,2016-06-09 10:59:00-05:00,40.0,,97499,0
LIEUTENANT,260.0,,2016-06-09 11:04:00-05:00,40.0,,97499,0
OFFICER,17227.0,,2016-06-10 01:42:00-05:00,27.0,,97500,0
SERGEANT,2347.0,,2016-06-10 01:52:00-05:00,47.0,,97500,0
LIEUTENANT,471.0,,2016-06-10 02:29:00-05:00,44.0,,97500,0
OFFICER,11044.0,,2016-06-10 01:42:00-05:00,38.0,,97501,0
SERGEANT,2347.0,,2016-06-10 01:52:00-05:00,47.0,,97501,0
LIEUTENANT,471.0,,2016-06-10 02:25:00-05:00,44.0,,97501,0
SERGEANT,2477.0,,2016-06-10 08:43:00-05:00,35.0,,97508,0
SERGEANT,2026.0,,2016-06-10 08:58:00-05:00,39.0,,97508,0
LIEUTENANT,267.0,,2016-06-10 09:28:00-05:00,53.0,,97508,0
OFFICER,11643.0,,2016-06-10 09:16:00-05:00,31.0,,97509,0
SERGEANT,2026.0,,2016-06-10 09:20:00-05:00,39.0,,97509,0
LIEUTENANT,267.0,,2016-06-10 09:34:00-05:00,53.0,,97509,0
OFFICER,4905.0,,2016-06-10 09:44:00-05:00,49.0,,97510,0
SERGEANT,1167.0,,2016-06-10 09:46:00-05:00,52.0,,97510,0
LIEUTENANT,410.0,,2016-06-10 10:05:00-05:00,47.0,,97510,0
OFFICER,6414.0,,2016-06-10 09:26:00-05:00,29.0,,97511,0
SERGEANT,2283.0,,2016-06-10 10:00:00-05:00,52.0,,97511,0
LIEUTENANT,724.0,,2016-06-10 10:30:00-05:00,47.0,,97511,0
OFFICER,12699.0,,2016-06-10 09:34:00-05:00,34.0,,97512,0
SERGEANT,2283.0,,2016-06-10 10:00:00-05:00,52.0,,97512,0
LIEUTENANT,724.0,,2016-06-10 10:33:00-05:00,47.0,,97512,0
SERGEANT,1727.0,,2016-06-10 10:14:00-05:00,45.0,,97513,0
LIEUTENANT,315.0,,2016-06-10 10:38:00-05:00,54.0,,97513,0
CAPTAIN,110.0,,2016-06-10 10:50:00-05:00,52.0,,97513,0
OFFICER,5288.0,,2016-06-10 10:26:00-05:00,44.0,,97514,0
SERGEANT,1727.0,,2016-06-10 10:27:00-05:00,45.0,,97514,0
LIEUTENANT,315.0,,2016-06-10 10:42:00-05:00,54.0,,97514,0
OFFICER,17501.0,,2016-06-11 02:06:00-05:00,33.0,,97515,0
SERGEANT,1630.0,,2016-06-11 02:06:00-05:00,45.0,,97515,0
LIEUTENANT,330.0,,2016-06-11 02:13:00-05:00,55.0,,97515,0
OFFICER,17272.0,,2016-06-11 04:03:00-05:00,31.0,,97517,0
SERGEANT,1955.0,,2016-06-11 04:04:00-05:00,50.0,,97517,0
LIEUTENANT,724.0,,2016-06-11 04:09:00-05:00,47.0,,97517,0
SERGEANT,2213.0,,2016-06-11 03:21:00-05:00,32.0,,97518,0
LIEUTENANT,724.0,,2016-06-11 03:30:00-05:00,47.0,,97518,0
LIEUTENANT,724.0,,2016-06-11 03:37:00-05:00,47.0,,97518,0
OFFICER,16198.0,,2016-06-11 04:36:00-05:00,40.0,,97519,0
SERGEANT,1970.0,,2016-06-11 04:40:00-05:00,34.0,,97519,0
LIEUTENANT,361.0,,2016-06-11 04:43:00-05:00,50.0,,97519,0
OFFICER,15290.0,,2016-06-11 10:09:00-05:00,35.0,,97520,0
SERGEANT,1431.0,,2016-06-11 10:10:00-05:00,42.0,,97520,0
LIEUTENANT,257.0,,2016-06-11 03:36:00-05:00,47.0,,97520,0
SERGEANT,2553.0,,2016-06-11 11:59:00-05:00,61.0,,97521,0
SERGEANT,2187.0,,2016-06-11 12:08:00-05:00,46.0,,97521,0
LIEUTENANT,554.0,,2016-06-16 12:57:00-05:00,46.0,,97521,0
OFFICER,8750.0,,2016-06-13 03:00:00-05:00,45.0,,97522,0
SERGEANT,2032.0,,2016-06-16 11:38:00-05:00,50.0,,97522,0
LIEUTENANT,240.0,,2016-06-17 05:23:00-05:00,56.0,,97522,0
SERGEANT,2365.0,,2016-06-11 04:15:00-05:00,45.0,,97523,0
LIEUTENANT,208.0,,2016-06-11 05:59:00-05:00,56.0,,97523,0
LIEUTENANT,208.0,,2016-06-11 06:21:00-05:00,56.0,,97523,0
OFFICER,13190.0,,2016-06-11 04:51:00-05:00,28.0,,97524,0
SERGEANT,1194.0,,2016-06-11 06:15:00-05:00,44.0,,97524,0
CAPTAIN,93.0,,2016-06-11 07:55:00-05:00,47.0,,97524,0
OFFICER,17092.0,,2016-06-11 04:51:00-05:00,35.0,,97525,0
SERGEANT,1194.0,,2016-06-11 06:14:00-05:00,44.0,,97525,0
CAPTAIN,93.0,,2016-06-11 07:54:00-05:00,47.0,,97525,0
OFFICER,12394.0,,2016-06-11 05:24:00-05:00,38.0,,97526,0
SERGEANT,2365.0,,2016-06-11 06:01:00-05:00,45.0,,97526,0
LIEUTENANT,208.0,,2016-06-11 06:34:00-05:00,56.0,,97526,0
OFFICER,6190.0,,2016-06-11 06:22:00-05:00,29.0,,97528,0
SERGEANT,1982.0,,2016-06-11 06:26:00-05:00,46.0,,97528,0
CAPTAIN,93.0,,2016-06-11 08:15:00-05:00,47.0,,97528,0
OFFICER,4776.0,,2016-06-11 06:37:00-05:00,32.0,,97529,0
SERGEANT,2117.0,,2016-06-11 07:02:00-05:00,41.0,,97529,0
CAPTAIN,93.0,,2016-06-11 07:43:00-05:00,47.0,,97529,0
OFFICER,17638.0,,2016-06-11 08:23:00-05:00,47.0,,97530,0
CAPTAIN,93.0,,2016-06-11 08:24:00-05:00,47.0,,97530,0
CAPTAIN,93.0,,2016-06-11 08:26:00-05:00,47.0,,97530,0
OFFICER,15135.0,,2016-06-11 09:15:00-05:00,39.0,,97531,0
SERGEANT,844.0,,2016-06-11 09:17:00-05:00,38.0,,97531,0
LIEUTENANT,315.0,,2016-06-11 09:31:00-05:00,54.0,,97531,0
OFFICER,9141.0,,2016-06-11 09:12:00-05:00,37.0,,97532,0
SERGEANT,844.0,,2016-06-11 09:17:00-05:00,38.0,,97532,0
LIEUTENANT,315.0,,2016-06-11 09:31:00-05:00,54.0,,97532,0
OFFICER,6285.0,,2016-06-12 01:23:00-05:00,28.0,,97533,0
SERGEANT,991.0,,2016-06-12 01:40:00-05:00,43.0,,97533,0
LIEUTENANT,588.0,,2016-06-12 01:48:00-05:00,44.0,,97533,0
OFFICER,14196.0,,2016-06-12 12:47:00-05:00,37.0,,97534,0
SERGEANT,2249.0,,2016-06-12 12:49:00-05:00,50.0,,97534,0
LIEUTENANT,217.0,,2016-06-12 08:17:00-05:00,55.0,,97534,0
OFFICER,7496.0,,2016-06-12 02:00:00-05:00,24.0,,97535,0
SERGEANT,977.0,,2016-06-12 02:08:00-05:00,47.0,,97535,0
LIEUTENANT,237.0,,2016-06-12 02:15:00-05:00,55.0,,97535,0
OFFICER,19525.0,,2016-06-12 01:06:00-05:00,35.0,,97536,0
SERGEANT,1120.0,,2016-06-12 01:07:00-05:00,40.0,,97536,0
LIEUTENANT,509.0,,2016-06-12 01:12:00-05:00,48.0,,97536,0
OFFICER,7698.0,,2016-06-12 01:18:00-05:00,30.0,,97537,0
SERGEANT,991.0,,2016-06-12 01:38:00-05:00,43.0,,97537,0
LIEUTENANT,588.0,,2016-06-12 01:47:00-05:00,44.0,,97537,0
OFFICER,7043.0,,2016-06-12 09:56:00-05:00,40.0,,97538,0
SERGEANT,1834.0,,2016-06-12 09:56:00-05:00,46.0,,97538,0
LIEUTENANT,766.0,,2016-06-12 10:04:00-05:00,51.0,,97538,0
OFFICER,12607.0,,2016-06-12 09:39:00-05:00,37.0,,97539,0
SERGEANT,1834.0,,2016-06-12 09:42:00-05:00,46.0,,97539,0
LIEUTENANT,766.0,,2016-06-12 10:02:00-05:00,51.0,,97539,0
SERGEANT,2578.0,,2016-06-12 09:23:00-05:00,52.0,,97540,0
SERGEANT,1892.0,,2016-06-12 09:36:00-05:00,44.0,,97540,0
LIEUTENANT,560.0,,2016-06-12 11:53:00-05:00,49.0,,97540,0
OFFICER,16878.0,,2016-06-12 09:33:00-05:00,35.0,,97541,0
SERGEANT,2578.0,,2016-06-12 09:34:00-05:00,52.0,,97541,0
LIEUTENANT,560.0,,2016-06-12 11:55:00-05:00,49.0,,97541,0
OFFICER,15351.0,,2016-06-12 09:45:00-05:00,32.0,,97542,0
SERGEANT,2578.0,,2016-06-12 09:46:00-05:00,52.0,,97542,0
LIEUTENANT,560.0,,2016-06-12 11:57:00-05:00,49.0,,97542,0
OFFICER,5899.0,,2016-06-12 08:45:00-05:00,36.0,,97543,0
SERGEANT,1234.0,,2016-06-12 08:47:00-05:00,37.0,,97543,0
LIEUTENANT,540.0,,2016-06-12 08:59:00-05:00,56.0,,97543,0
OFFICER,8338.0,,2016-06-12 10:16:00-05:00,44.0,,97544,0
SERGEANT,2611.0,,2016-06-12 10:18:00-05:00,52.0,,97544,0
LIEUTENANT,235.0,,2016-06-12 10:41:00-05:00,45.0,,97544,0
OFFICER,19040.0,,2016-06-12 10:24:00-05:00,47.0,,97545,0
SERGEANT,2611.0,,2016-06-12 10:36:00-05:00,52.0,,97545,0
LIEUTENANT,235.0,,2016-06-12 10:41:00-05:00,45.0,,97545,0
OFFICER,9454.0,,2016-06-13 08:59:00-05:00,30.0,,97546,0
SERGEANT,1694.0,,2016-06-13 09:49:00-05:00,36.0,,97546,0
LIEUTENANT,423.0,,2016-06-13 10:20:00-05:00,51.0,,97546,0
OFFICER,18525.0,,2016-06-13 08:35:00-05:00,26.0,,97547,0
SERGEANT,1694.0,,2016-06-13 09:46:00-05:00,36.0,,97547,0
LIEUTENANT,423.0,,2016-06-13 10:18:00-05:00,51.0,,97547,0
OFFICER,7931.0,,2016-06-13 01:12:00-05:00,42.0,,97548,0
SERGEANT,2032.0,,2016-06-13 01:15:00-05:00,50.0,,97548,0
LIEUTENANT,376.0,,2016-06-13 01:19:00-05:00,48.0,,97548,0
SERGEANT,820.0,,2016-06-13 05:51:00-05:00,45.0,,97550,0
SERGEANT,1826.0,,2016-06-13 05:55:00-05:00,39.0,,97550,0
LIEUTENANT,212.0,,2016-06-13 06:12:00-05:00,51.0,,97550,0
OFFICER,11349.0,,2016-06-13 03:35:00-05:00,40.0,,97551,0
SERGEANT,2102.0,,2016-06-13 04:24:00-05:00,39.0,,97551,0
LIEUTENANT,323.0,,2016-06-13 04:32:00-05:00,45.0,,97551,0
OFFICER,7229.0,,2016-06-13 04:27:00-05:00,35.0,,97552,0
SERGEANT,1437.0,,2016-06-13 05:24:00-05:00,51.0,,97552,0
