id,unit_name,description,tags,active,created_at,updated_at,cnt,rank
211,612,Violent Crimes Dda 1,"",false,2019-01-09 04:42:10.881224 +00:00,2019-01-09 04:42:10.919043 +00:00,1,1
212,620,Detective Area - South,"",true,2019-01-09 04:42:10.881224 +00:00,2019-01-09 04:42:10.919043 +00:00,1,1
213,621,Prop Crimes Dda 2,"",false,2019-01-09 04:42:10.881224 +00:00,2019-01-09 04:42:10.919043 +00:00,1,1
214,622,Violent Crimes Dda 2,"",false,2019-01-09 04:42:10.881224 +00:00,2019-01-09 04:42:10.919043 +00:00,1,1
215,630,Detective Area - North,"",true,2019-01-09 04:42:10.881224 +00:00,2019-01-09 04:42:10.919043 +00:00,1,1
216,631,Prop Crimes Dda 3,"",false,2019-01-09 04:42:10.881224 +00:00,2019-01-09 04:42:10.919043 +00:00,1,1
217,632,Violent Crimes Dda 3,"",false,2019-01-09 04:42:10.881224 +00:00,2019-01-09 04:42:10.919043 +00:00,1,1
218,640,Detective Section - Area 4,"",false,2019-01-09 04:42:10.881224 +00:00,2019-01-09 04:42:10.919043 +00:00,1,1
219,641,Prop Crimes Dda 4,"",false,2019-01-09 04:42:10.881224 +00:00,2019-01-09 04:42:10.919043 +00:00,1,1
220,642,Violent Crimes Dda 4,"",false,2019-01-09 04:42:10.881224 +00:00,2019-01-09 04:42:10.919043 +00:00,1,1
221,650,Detective Section - Area 5,"",false,2019-01-09 04:42:10.881224 +00:00,2019-01-09 04:42:10.919043 +00:00,1,1
222,651,Prop Crimes Dda 5,"",false,2019-01-09 04:42:10.881224 +00:00,2019-01-09 04:42:10.919043 +00:00,1,1
223,652,Violent Crime Dda 5,"",false,2019-01-09 04:42:10.881224 +00:00,2019-01-09 04:42:10.919043 +00:00,1,1
224,660,Unknown,"",false,2019-01-09 04:42:10.881224 +00:00,2019-01-09 04:42:10.919043 +00:00,1,1
264,661,,"",,2019-01-09 04:42:10.881224 +00:00,2019-01-09 04:42:10.919043 +00:00,1,1
225,701,Public Transportation Section,"",true,2019-01-09 04:42:10.881224 +00:00,2019-01-09 04:42:10.919043 +00:00,1,1
226,702,Cta Security Unit,"",true,2019-01-09 04:42:10.881224 +00:00,2019-01-09 04:42:10.919043 +00:00,1,1
227,703,Summer Mobile Force,"",false,2019-01-09 04:42:10.881224 +00:00,2019-01-09 04:42:10.919043 +00:00,1,1
228,704,Transit Security Unit,"",true,2019-01-09 04:42:10.881224 +00:00,2019-01-09 04:42:10.919043 +00:00,1,1
229,710,G/C Unit South,"",false,2019-01-09 04:42:10.881224 +00:00,2019-01-09 04:42:10.919043 +00:00,1,1
230,711,Violence Reduction Initiative North,"",true,2019-01-09 04:42:10.881224 +00:00,2019-01-09 04:42:10.919043 +00:00,1,1
231,712,Violence Reduction Initiative South,"",,2019-01-09 04:42:10.881224 +00:00,2019-01-09 04:42:10.919043 +00:00,1,1
267,714,Summer Mobile Patrol,"",,2021-01-06 01:46:53.994433 +00:00,2021-01-06 01:46:53.994433 +00:00,1,1
232,715,Public Housing South,"",false,2019-01-09 04:42:10.881224 +00:00,2019-01-09 04:42:10.919043 +00:00,1,1
233,716,Cha Community Policing - South,"",false,2019-01-09 04:42:10.881224 +00:00,2019-01-09 04:42:10.919043 +00:00,1,1
245,720,,"",,2019-01-09 04:42:10.881224 +00:00,2019-01-09 04:42:10.919043 +00:00,1,1
268,721,Force Review Unit,"",,2021-01-06 01:46:53.994433 +00:00,2021-01-06 01:46:53.994433 +00:00,1,1
234,740,G/C Unit West,"",false,2019-01-09 04:42:10.881224 +00:00,2019-01-09 04:42:10.919043 +00:00,1,1
235,760,G/C Unit North,"",false,2019-01-09 04:42:10.881224 +00:00,2019-01-09 04:42:10.919043 +00:00,1,1
236,765,Public Housing North,"",false,2019-01-09 04:42:10.881224 +00:00,2019-01-09 04:42:10.919043 +00:00,1,1
237,766,Cha Community Policing - North,"",false,2019-01-09 04:42:10.881224 +00:00,2019-01-09 04:42:10.919043 +00:00,1,1
269,800,Finance Committee,"",,2021-01-06 01:46:53.994433 +00:00,2021-01-06 01:46:53.994433 +00:00,1,1
270,801,Cook County State's Attorney Investigations,"",,2021-01-06 01:46:53.994433 +00:00,2021-01-06 01:46:53.994433 +00:00,1,1
271,802,Administration,"",,2021-01-06 01:46:53.994433 +00:00,2021-01-06 01:46:53.994433 +00:00,1,1
272,803,Fleet Management,"",,2021-01-06 01:46:53.994433 +00:00,2021-01-06 01:46:53.994433 +00:00,1,1
238,911,Unknown,"",false,2019-01-09 04:42:10.881224 +00:00,2019-01-09 04:42:10.919043 +00:00,1,1
239,912,Unknown,"",false,2019-01-09 04:42:10.881224 +00:00,2019-01-09 04:42:10.919043 +00:00,1,1
240,932,Patrol Area 2,"",false,2019-01-09 04:42:10.881224 +00:00,2019-01-09 04:42:10.919043 +00:00,1,1
241,944,Cops Grant Recr Trng,"",false,2019-01-09 04:42:10.881224 +00:00,2019-01-09 04:42:10.919043 +00:00,1,1
242,990,Maint Only Omi,"",false,2019-01-09 04:42:10.881224 +00:00,2019-01-09 04:42:10.919043 +00:00,1,1
